Year,Agency,Use Case Name,Retired
2025,Department of Health and Human Services,Document summarization,True
2025,Department of Health and Human Services,AWS Kendra Search tool,False
2025,Department of Homeland Security,Smartphone Information Forensics Triage,False
2025,Department of Homeland Security,Advanced Analytics for X-ray Images (AAXI),False
2025,Department of Homeland Security,Advance RPM Maintenance Operating Reporter (ARMOR),False
2025,Department of Homeland Security,AI Resume & ATS App,False
2025,Department of Homeland Security,Real-Time Language Translation Services,False
2025,Department of Homeland Security,Automated Target Recognition (ATR) Developments for Standard Screening,False
2025,Department of Homeland Security,Accessible Property Screening (APS) Checkpoint CT Prohibited Items (PI) Detection,False
2025,Department of Homeland Security,Walk-Through Metal Detector (WTMD) Alternative Automated Target Recognition (ATR) Developments,False
2025,Department of Homeland Security,Synthetic data for improved Automated Threat Recognition (ATR) in checkpoint screening,False
2025,Department of Homeland Security,Electronic Evidence/Video Recording Transcription and Summarization Tool,False
2025,Department of Homeland Security,USCIS Document Translation Service,False
2025,Department of Homeland Security,USCIS Speech Translation Service,False
2025,Department of Homeland Security,AI Enabled Autonomous Underwater Vehicle,False
2025,Department of Homeland Security,Relocatable Multi-Sensor System,False
2025,Department of Homeland Security,Anomaly Detection COV Structure,False
2025,Department of Homeland Security,Anomaly Detection POV Structure,False
2025,Department of Homeland Security,CBP Common AI Service(CCAIS) Image Analysis and Data Correlation,False
2025,Department of Homeland Security,Non-intrusive vessel and object detection tool (Tethered Aerostat Radar System (TARS)),False
2025,Department of Homeland Security,RAPTOR (Rapid Tactical Operations Reconnaissance),False
2025,Department of Homeland Security,Semantic Search and Summarization for Investigative Data,False
2025,Department of Homeland Security,Mobile Device Forensics for Investigations,False
2025,Department of Homeland Security,Open-Source Intelligence for Lead Identification and Targeting,False
2025,Department of Homeland Security,Global Maritime Intelligence,False
2025,Department of Homeland Security,Email Analytics for Investigative Data,False
2025,Department of Homeland Security,Machine Learning Analysis Applied to Cyber Threat Hunt Data,False
2025,Department of Homeland Security,Extended Automated Name Harvesting (eANH),False
2025,Department of Homeland Security,AI to generate testable synthetic data,False
2025,Department of Homeland Security,Thermal Power Generation with Geoseismic IoI Detection and Classification,False
2025,Department of Homeland Security,API Security Vulnerability Technology,False
2025,Department of Homeland Security,Cyber Threat Detection,False
2025,Department of Homeland Security,Forced Labor Virtual Consultant,False
2025,Department of Homeland Security,Multi-media Insight Tool,False
2025,Department of Homeland Security,Source Code Development Tool,False
2025,Department of Homeland Security,Open Metadata,False
2025,Department of Homeland Security,Automated Incident Creation (IT),False
2025,Department of Homeland Security,TRM Classification Tool,False
2025,Department of Homeland Security,FOIA processing automated redaction (RedactAI),False
2025,Department of Homeland Security,Speech Assist Virtual Interview Assistant,False
2025,Department of Homeland Security,Business Automation and Improved Search Ability with AI,False
2025,Department of Homeland Security,CodeGen,False
2025,Department of Homeland Security,CounselAI,False
2025,Department of Homeland Security,Border Infrastructure Center of Excellence AI (BICE AI),False
2025,Department of Homeland Security,Integrated Defense and Security Solutions (IDSS),False
2025,Department of Homeland Security,Malware Reverse Engineering,False
2025,Department of Homeland Security,Draft Tailored Summaries of Media Materials for Different Publication Channels,False
2025,Department of Homeland Security,Spend Plan Analysis GPT,False
2025,Department of Homeland Security,Administrative & Productivity Support for IRC Resource Library,False
2025,Department of Homeland Security,Individual Assistance Document Translation,False
2025,Department of Homeland Security,Grants Manager Artificial Intelligence ChatBot,False
2025,Department of Homeland Security,RTPD Division Services Desktop Automation,False
2025,Department of Homeland Security,Program Integrity (RRAD-PI) AI Counter-Fraud Enhancement Measures,False
2025,Department of Homeland Security,"Semantic Search, Summarization, and Data/Spatial Visualization for NCR Watch COP/Dashboard",False
2025,Department of Homeland Security,Title III Semantic Search and Summarization for Translated Content,False
2025,Department of Homeland Security,Policy Analyst Assistant,False
2025,Department of Homeland Security,SEVP Response Center Chatbot - SID (SEVIS Interactive Dialog),False
2025,Department of Homeland Security,Digital Records Manager (DRM) User Assistance Chatbot,False
2025,Department of Homeland Security,Burlington Finance Center Voice Bot,False
2025,Department of Homeland Security,Purchase Card Worksheet Analysis,False
2025,Department of Homeland Security,Natural Language Search for Legal Case Management,False
2025,Department of Homeland Security,Duplicate Contract Detection in Contract Tracking Application,False
2025,Department of Homeland Security,Semantic Search for Digital Forensics Data,False
2025,Department of Homeland Security,Draft Report Generation and Formatting for Investigations,False
2025,Department of Homeland Security,Named Entity Resolution for Investigative Data,False
2025,Department of Homeland Security,ICE Enterprise AI Assistant,False
2025,Department of Homeland Security,ICE Terminology and Data Asset Discovery Chatbot,False
2025,Department of Homeland Security,AI-Assisted eDiscovery Search,False
2025,Department of Homeland Security,JES and Appropriations Insight,False
2025,Department of Homeland Security,CFO Navigator,False
2025,Department of Homeland Security,DHS Asset Assessment Tool,False
2025,Department of Homeland Security,Spending Analysis and Budget Execution Risk (SABER) Model,False
2025,Department of Homeland Security,MiX Phenotyping,False
2025,Department of Homeland Security,MiX Indicators,False
2025,Department of Homeland Security,One Health Threat Detection and Risk Assessment Platform (OH-TREADS) / Planner,False
2025,Department of Homeland Security,OTA Automated Passenger Screening Gate System,False
2025,Department of Homeland Security,Answer Engine,False
2025,Department of Homeland Security,Contract Requirement Automation,False
